ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100066,"Wie können wir zuhause lebende pflegebedürftige Menschen und Menschen mit Behinderung sowie deren Angehörige in Krisensituationen erreichen, informieren und schützen?","Pflegebedürftige Menschen leben mehrheitlich im eigenen Zuhause, der größere Teil ohne regelmäßigen Kontakt zu ambulanten Pflegediensten etc. Sie werden von – oft selbst älteren und belasteten – Angehörigen versorgt. Ähnliches gilt für Menschen mit Behinderung.
Den Kommunen ist nicht bekannt wo Menschen mit Hilfe- und Pflegebedarf wohnen, welchen Hilfebedarf sie haben und wie sie erreicht werden können. Dadurch ist es nicht möglich, diese hoch vulnerable Gruppe in Krisen gezielt zu erreichen (aktuell z.B. für die Organisation von Impfungen, der Verteilung von Schutzmaterial, gezielter Ansprache zum Infektionsschutz). Dies kann dramatische Folgen haben, etwa bei längeren Stromausfällen, die Menschen vital bedrohen, die auf technische Unterstützung (etwa Heimbeatmung etc.) angewiesen sind.","Pflegedienste, Kommunen, Rettungsdienste, Gesundheistämter, Sozialversicherungsträger, pflegebedürftige Menschen, pflegende Angehörige",Wissenschaft,Evangelische Hochschule Dresden,Sachsen,1307,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100066,,
100332,"Wie können wir Voraussetzungen im dt. Bildungssystem schaffen, damit unsere Kinder mündige Weltbürger:innen der Zukunft werden? Wie können wir interkulturellen Austausch und globale Bildung für alle möglich machen und so zur Bekämpfung von Rassismus und Diskriminierung beitragen?","Es ist wissenschaftlich bewiesen, dass Austauscherfahrungen globale Kompetenzen vermitteln. Globale Kompetenzen wiederum stärken den gesellschaftlichen Zusammenhalt, auf den es gerade jetzt in der Krise ankommt. Die Zugangsstudie (https://www.zugangsstudie.de) zeigt, dass 63% aller befragten Jugendlichen Interesse an der Teilnahme an einem Austauschprogramm haben. Teilgenommen haben bisher aber nur 26%. Die Gründe für die Nichtteilnahme sind vielfältig, aber meist liegt es daran, dass insbesondere „austauschferne“ Jugendliche sich selbst als „nicht qualifiziert“ beurteilen (z.B. aufgrund des schulischen oder finanziellen Hintergrundes). Wir möchten Jugendlichen unabhängig von der besuchten Schulform, sowie ihrem Hintergrund ermöglichen, an einem internationalen Austausch teilzunehmen.",Schüler*innen aller Schulformen und deren Erziehungsberechtigten,"Zivilgesellschaft, inkl. sozialer Sektor",Experiment e.V. - Deine Austauschorganisation,Nordrhein-Westfalen,53115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100332,,
100059,"Wie können wir in SH Pandemie-bedingte, kulturelle, Bildungs- u. Arbeitsleben betreffende Ausgrenzungsprozesse bei migrantischen Communities umkehren u. empowernde Instrumente für mehr soziale Chancen, politische Teilhabe fördernde u. von Diskriminierung freie Prozesse verankern.",,Migrantische Communities und an chancengerechter Teilhabestrukturentwicklung interessierte autochthone Bevölkerung im ländlichen Raum Schleswig-Holsteins.,"Zivilgesellschaft, inkl. sozialer Sektor",Flüchtlingsrat Schleswig-Holstein e.V.,Schleswig-Holstein,24114,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100059,,
100448,"Wie können wir gemeinsam mit engagierten Laien, die von der Modelleisbahn, über die Musik bis hin zur Astronomie oder zur Bienenzucht Expert:innen die erste ehrenamtliche und offene ""MasterClass"" in Deutschland aufbauen?",,alle,"Zivilgesellschaft, inkl. sozialer Sektor",Förderverein für Jugend und Sozialarbeit e.V.,Berlin,10243,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100448,,
100513,"Wie können Bürger*innen für ein lokales, nachhaltiges und umweltschonendes Konsumverhalten und der Einzelhandel für ein lokales, nachhaltiges und umweltschonendes Angebot sensibilisiert und motiviert werden, sodass sich beides gegenseitig positiv beeinflusst?","regionale Wertschöpfungskette, nachhaltige (urbane) Logistik, rechtliche Rahmenbedingungen, Angebot und Sortiment, Aufbau loyalen Nutzer*innenstamm, Skalierung & Übertragbarkeit auf andere Regionen, Forschung mit einbeziehen bspw. im Bereich ""Zusammenhang Regionalität und Nachhaltigkeit""","Politik, Forschung, Städte / Kommunen, Einzelhändler*innen, Konsument*innen",Wissenschaft,Fraunhofer IAO / Universität Stuttgart IAT,Baden-Württemberg,70569,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100513,,
100515,Wie schaffen wir es die Stadt grüner zu gestalten und Privatpersonen aktivieren sich daran zu beteiligen?,,"Städte / Kommunen, Stadtplanner*innen, Bürger*innen, Wissenschaft",Wissenschaft,Fraunhofer IAO / Universität Stuttgart IAT,Baden-Württemberg,70569,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100515,,
100520,Wie können wir in Zeiten der Pandemie eine gendergerechte Nachtkultur / Nachtwirtschaft im Rahmen einer 24h Governance (wieder-)beleben?,,"Bürger*innen, Kultur- und Kreativschaffende, Ordnungsamt, Polizeibehörde, Clubkommissionen, Nachtbürgermeister*innen o.ä.",Wissenschaft,Fraunhofer IAO / Universität Stuttgart IAT,Baden-Württemberg,70569,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100520,,
100719,"Wie können wir eine Digitale Verwaltung etablieren, in welcher Themen wie Gesundheit, Mobiles Arbeiten und BürgerInnenplattformen langfristig mit innovativen Ansätzen übernommen werden?","- Welche BürgerInnenplattformen gibt es bereits?
- Wer sind die lokalen Innovationstreiber und wie werden diese bisher in den Innovationsprozess integriert?
- Wie werden Informationen seitens der Verwaltung an BürgerInnen kommuniziert?
- Gibt es städtische/kommunale Ansprechpersonen für Innovationen?","Verwaltungen, BürgerInnen, Lokale Start-Ups mit Innovativen Ideen",Wissenschaft,Fraunhofer IAO Stuttgart,Baden-Württemberg,70569,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100719,,
100695,"Wie können wir ungenutzte Flächen durch multifunktionale Flächen- und Zwischennutzung für Bürgerinnen und Bürger umnutzen und dadurch den ""Flächenengpass"" der Innenstädte reduzieren?",,"Stadtverwaltungen, Immobilienentwickler, Unternehmen mit Leerstand, BürgerInnen & Bürger",Wissenschaft,Fraunhofer IAO Stuttgart,Baden-Württemberg,70569,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100695,,
100653,"Wie können wir Leerstände in Innenstädten für die Kreativ- und Kulturwirtschaft besser nutzbar machen, sodass gute Konzepte nicht an bürokratischen Hürden scheitern?",,"Kreativ-/Kulturwirtschaft, Stadtverwaltung, Eigentümer von leerstehenden Immobilien",Wissenschaft,Fraunhofer Institut für Arbeitswirtschaft und Organisation,Baden-Württemberg,70199,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100653,,
100647,"Wie können wir die Schnittstelle zwischen öffentlicher Verwaltung und Kreativ/Kulturwirtschaft/Einzelhandel gestalten, um es Antragsteller:innen so einfach wie möglich machen, neue Ideen umzusetzen?",,"Kreativ/Kulturwirtschaft, Einzelhandel, Zivilbevölkerung",Wissenschaft,Fraunhofer-Institut für Arbeitswirtschaft und Organisation IAO,Baden-Württemberg,70199,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100647,,
100651,"Wie können wir Reallabore/Experimentierräume gestalten, sodass sie nach Projektende nachhaltig verstetigt werden können?",,"Bürger:innen, städtische Akteure (Innovatoren, Vereine/Initiativen, Verwaltung, Einzelhandel)",Wissenschaft,Fraunhofer-Institut für Arbeitswirtschaft und Organisation IAO,Baden-Württemberg,70199,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100651,,
100353,"Wie können wir zukünftig den öffentlichen Auftrag von Bund und Ländern zur „Herstellung gleichwertiger Lebensverhältnisse“, insbesondere im Hinblick auf medizinische Versorgung/Vorsorge in unterversorgten Regionen gewährleisten?","-	„Herstellung gleichwertiger Lebensverhältnisse“ ist im Grundgesetz gefordert.
-	In unterversorgten Regionen ist die Dichte an Hausärzten und Krankenhäusern gering und die Anfahrtswege sind lang.",Alle Bewohner einer unterversorgten Region,Wissenschaft,Fraunhofer-Institut für Biomedizinische Technik,Saarland,66280,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100353,,
100354,Wie können wir zukünftig schneller/besser/schlagkräftiger bei (biologischen) Katastrophen wie z. B. der momentanen Pandemie reagieren?,"Eine Einheit „Biologisches Hilfswerk“ nach dem Vorbild von THW oder Bundeswehr existiert nicht. Vorteilhaft wären professionelle, dezentrale mobile Einheiten mit medizinisch/biologischer „Schlagkraft“ die auf eine einheitliche (Bundes-)Infrastruktur zurückgreifen können.","Alle Betroffenen einer Pandemie, vor allem Menschen in potenziellen Hotspots wie Pflege- und Altersheimen",Wissenschaft,Fraunhofer-Institut für Biomedizinische Technik,Saarland,66280,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100354,,
100598,"Wie können innovative Konzepte zur Reaktivierung großer gewerblicher Leerstände (z.B. ehem. Kaufhäuser) in der Innenstadt aussehen und durch welche innovativen Wirtschaftsmodelle (z.B., Crowd-Investing, Innenstadt Genossenschaft) lassen sich diese tragfähig gestalten?",,Bremer Bürger:innen und Gäste,Verwaltung & Politik – Kommunen,Freie Hansestadt Bremen,Bremen,28195,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100598,,
100601,"Wie können neue urbane Orte an bisher kaum genutzten öffentlichen Plätzen in der Innenstadt (z.B. Dachlandschaften, Hinterhöfe) entstehen und durch welche innovativen Wirtschaftsmodelle (z.B., Crowd-Investing, Innenstadt Genossenschaft) lassen sich diese tragfähig gestalten?",,Bremer Bürger:innen und Gäste,Verwaltung & Politik – Länder,Freie Hansestadt Bremen,Bremen,28195,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100601,,
100709,Wie können wir Investor:innen und Startups online matchen?,,"Startups, Investor:innen",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100709,,
100694,Wie können wir Startup-Gründungen durch Frauen mithilfe von nicht-monetäre Maßnahmen fördern?,,"Gründerinnen, gründungsinteressierte Frauen, Frauen und Mädchen",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100694,,
100728,"Wie können wir die Zusammenarbeit zwischen Startups und kleinen und mittleren Unternehmen aus der ""Old Economy"" fördern?",,Startups und KMU aus allen Branchen,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100728,,
100684,Wie können wir mit Hilfe von Digitalisierung Lebensmittelverschwendung reduzieren?,,,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20354,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100684,,
100679,Wie können wir für Verbraucher*innen digitale Informations- und Beratungsangebote (der Verbraucherzentralen) auch unter Nutzung von Legal Tech Anwendungen zukunftsfähig machen?,,,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20354,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100679,,
100710,Wie schaffe ich eine Möglichkeit für BürgerInnen kontinuierlich Einblick in den Bearbeitungsstatus meiner Bürgerservices zu bekommen z.B. wenn ich meinen Kita-Gutschein gestellt habe?,,,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20095,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100710,,
100713,Wie kann ich die Zusammenarbeit von Verwaltung und externen Innovatoren/Startups fördern?,"Verwaltungen arbeiten in der Regel mit Unternehmen zusammen, die etabliert sind. Dies ist zum einen durch das Vergaberecht bedingt. Das bedeutet in der Folge, dass Verwaltung selten mit externen Innovatoren/Start-ups bei Herausforderungen zusammenarbeitet. Der Bedarf schneller zu werden und innovativ zu sein ist in Verwaltung gleichzeitig heutzutage sehr hoch. Das heißt, dass ein hoher Bedarf besteht, diesen Zustand zu ändern, in Verwaltung das „Mindset“ zu verändern und bei Herausforderungen auch die Möglichkeit mitzudenken mit externen Innovatoren/Startups zusammen zu arbeiten. Daher ist die Herausforderung, welche Maßnahmen Verwaltungen ergreifen könnten, sich für die Zusammenarbeit mit Innovatoren zu öffnen.",,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20095,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100713,,
100687,Wie können wir für Verbraucher*innen digitale Zugänge zur Justiz eröffnen?,,,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20354,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100687,,
100712,Wie kann ich Digital Upskilling in Verwaltung skalieren?,"Digitale Kompetenzen sind in Verwaltung sehr wichtig. Die Weiterbildung zu diesem Themenkomplex ist in Deutschland vermutlich sehr heterogen. Die Aufgaben in Verwaltung sind auch bei allem Föderalismus in Bund und Ländern ähnlich. Daher wäre die Herausforderung ein Digital Upskilling für Verwaltung zu konzeptionieren, dass für die unterschiedlichen Wissensstände und sehr heterogene Fachbereiche geeignet ist.",,Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20095,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100712,,
100717,"Wie können wir erreichen, dass Pakete im urbanen Raum emissionsfrei zugestellt werden?",,"KEP-Dienstleister, Verkehrsplaner, Fahrzeughersteller, Logistikdienstleister, Anwohner",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100717,,
100732,Wie können wir den Lieferverkehr im urbanen Raum reduzieren und verträglicher gestalten?,,"Logistikdienstleister, Einzelhändler, Entsorgungsunternehmen, Verkehrsplaner, KEP-Dienstleister, (Essens-)Lieferdienste",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100732,,
100723,Wie können wir dem Lastenfahrrad im urbanen Lieferverkehr zum Durchbruch verhelfen?,,"Logistikunternehmen, Handwerker, KEP-Dienstleister, Einzelhandel, (Essens-)Lieferdienste, Verkehrsplaner",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100723,,
100707,Wie können wir Micro Hubs als festen Bestandteil der urbanen Lieferkette wirtschaftlich tragfähig etablieren?,,"Verkehrsplaner, Kurier-Express-Paket-(KEP)-Dienstleister, Logistikunternehmen, Startups",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100707,,
100690,Wie können wir lokal verwurzelte Geschäfte gegenüber dem zunehmenden Online-Handel stärken bzw. diese zukünftig erhalten?,,"Stationärer Einzelhandel, Kund:innen, Politik und Verwaltung, Logistikdienstleister:innen",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100690,,
100680,"Wie können wir attraktive, lebenswerte und moderne Innenstädte erhalten und wie sollen diese zukünftig aussehen bzw. welche Funktion sollen sie erfüllen?","Es bräuchte mehr innovative Nutzungskonzepte und Nutzungsvielfalt, die bislang oft noch wenig vorhanden sind. Geschäfte für größere Waren (Möbel, Fahrräder) etc. fehlen oft in zentraler Lage, liegen außerhalb und ziehen daher keine Menschen in die Innenstädte. Fehlendes oder unklares Alleinstellungsmerkmal des stationären Handels macht es für Kund:innen unattraktiv, in die Innenstadt zu fahren. Inanspruchnahme des öffentlichen Raums z.T. mit Restriktionen verbunden (Möglichkeitsräume fehlen), öffentlicher Raum bietet oft wenig Besuchsanreiz hinsichtlich Gestaltung, Sauberkeit/ Gepflegtheit, Sicherheit, Flanierqualität, unattraktiver/teurer Parkhäuser. Ggf. muss zwischen zentraler Innenstadt und Stadtteilzentren unterschieden werden.","Einzelhändler:innen, Kund:innen, Tourist:innen, Politik und Verwaltung",Verwaltung & Politik – Länder,Freie und Hansestadt Hamburg,Hamburg,20459,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100680,,
100281,"Wie können alleinlebende alte Menschen über 75 Jahren, die von Einsamkeit bedroht oder betroffen sind und nicht digital vernetzt sind, erreicht werden?","Einsamkeit ist häufig mit einem Stigma versehen. Niemand mag sich eingestehen, dass sie oder er einsam ist. Häufig ist es bei alten Menschen so, dass der Pflegedienst oder der Menüdienst die einzigen sozialen Kontakte sind, weil Angehörige und Freunde verstorben sind. Körperliche Beeinträchtigungen können Auswirkungen auf die Mobilität haben, so dass der räumliche Aktionsradius alter Menschen nach und nach kleiner wird.","Alleinlebende, alte Menschen über 75 Jahren, die nicht über digitale Medien erreichbar sind","Zivilgesellschaft, inkl. sozialer Sektor",Freunde alter Menschen e.V.,Hamburg,20259,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100281,,
100352,"Wie können wir die Integration und das „Ankommen“ digitalisieren, vereinfachen und gemeinsam als Gesellschaft stützen?","'- Bürokratie ist auf Deutsch schon schwer zu verstehen 
- lokale und nationale Eigenheiten (Schufa, Mülltrennung/Recycling System)
- Arbeitsrecht, Mietrecht
- Internetverträge etc. 
Es gibt so viele Anküpfungspunkre wies schwer ist zu verstehen und zu bestehen wenn die Mutersprache nicht gesprochen wird","Migranten, Neustarter, Relocation","Zivilgesellschaft, inkl. sozialer Sektor",Friendslate,Berlin,10557,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100352,,
100222,"Wie können wir die Nachhaltigkeit von medizinischer Therapie verbessern und mittels digitalem Monitoring in den Lebensalltag integrieren und zugleich passgenaue Präventivangebote frühzeitig finden, bevor es medizinisch (zu) spät ist?",,alle Menschen,Verwaltung & Politik – Kommunen,Gemeinde Bad Sassendorf,Nordrhein-Westfalen,59505,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100222,,
100427,"Wie können wir ältere Menschen, die offline sind, über aktuelle Inhalte informieren und diese an vorhandenen digitalen Möglichkeiten nicht nur in Coronazeiten teilhaben lassen, ohne dass diese digitale Endgeräte sowie umfangreiche Digitalkompetenzen benötigen?","3.000 Bürger*innen über 60 Jahre; Technik-Sprechstunde für ältere Bürger*innen; Interesse ist da; zur Verfügung stellen von Technik, zum Ausprobieren wäre hilfreich; Räume würden zur Verfügung stehen (Familienzentrum); Abholen von allen älteren Bürger*innen, auch Personen, die sich abkapseln",Bürger*innen über 60 Jahre,Verwaltung & Politik – Kommunen,Gemeinde Bad Schönborn,Baden-Württemberg,76669,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100427,,
100422,"Wie können wir einen klimaneutralen Bürgerbus (elektrisch, wasserstoffbetrieben) umsetzen, ohne die Finanzen der Gemeinde zu stark zu belasten?","Es wird ein Bürgerbus für eine festgelegte Strecke gesucht, der auf Anfrage auch Door-to-Door-Transporte vorrangig für ältere Bürger*innen durchführt.","Ältere Bürger*innen der Gemeinde; Tourist*innen, die vom Bahnhof zur Thermarium gelangen wollen",Verwaltung & Politik – Kommunen,Gemeinde Bad Schönborn,Baden-Württemberg,76669,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100422,,
100036,"Wie können wir Deutschland, die Bundesländer sowie die Kommunen dazu bringen, gesetzliche Grundlagen zu schaffen, damit künftig sämtliche Wahlen von Bundestag, Landesparlamenten sowie kommunalen Parlamenten digital, datenschutzkonform und rechtssicher durchführbar sein können?","Diese Entwicklung könnte im Zusammenhang mit der geplanten Vergabe einer digitalen Bürgernummer angegangen werden. Es gibt bereits Modelle in Ländern wie Estland, Lettland, in denen elektronische Wahlen einige Jahre schon erfolgreich umgesetzt werden. Die komplette Organisation einer Wahl in den Verwaltungen landauf/landab würde auf ein Minimum reduziert. Ich erwarte mir hier ziemliche Einsparungen.",jeder Wahlberechtigte,Verwaltung & Politik – Kommunen,Gemeinde Lehrensteinsfeld,Baden-Württemberg,74251,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100036,,
100432,"Wie können wir als Kommune digitale Beteiligungsformen wählen, ohne unsere älteren Einwohner*innen oder Menschen in prekären Lebenslagen ohne Internetzugang hiervon auszugrenzen?",,Alle Bewohner:innen der Kommune von den Netzaffinen bis zum Grandler an seiner Garage.,Verwaltung & Politik – Kommunen,Gemeinde Rüdersdorf bei Berlin,Brandenburg,15378,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100432,,
100485,"Wie können wir Bürger:innen befähigen, eine von Digitalisierung geprägte 
Gesellschaft durch einen ethisch bewussten, kulturell und politisch 
kritischen sowie kreativen Umgang mit Medien zu gestalten?","Es gibt sehr viele Expert:innen im Bereich Medienpädagogik und Medienbildung, die sich mit der Herausforderung seit Jahren intensiv beschäftigen, dazu forschen, Methoden entwickeln und mit Menschen aller Altersgruppen praktisch arbeiten. Es fehlt aber an flächendeckenden Infrastrukturen und entsprechenden Haltungen besonders auf der Ebene von Entscheidet:innen, diese Expertisen in Gesellschaft zu verankern, um Menschen nachhaltig und demokratiefördernd zu befähigen, den Prozess der Digitalisierung zu gestalten. Es geht also nicht nur darum, mit Technik auszustatten, sondern gleichzeitig in Medienbildung zu investieren, so dass Menschen einen kritischen, ethisch bewussten, kreativen und Menschen achtenden (z.B. Hate Speech) Umgang mit Medien und Digitalisierung entwickeln können.",Alle Bürger:innen / alle Menschen entlang der gesamten Bildungskette / alle Menschen im Sinne eines lebensbegleitenden Lernens,"Zivilgesellschaft, inkl. sozialer Sektor",Gesellschaft für Medienpädagogik und Kommunikationskultur e.V.,Nordrhein-Westfalen,33602,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100485,,
100184,"Wie können wir ErzieherInnen und LehrerInnen unterstützen, dass Naturwissenschaften besser in Spiel und Unterricht integriert werden können, dass mehr gemeinsam mit Kindern geforscht wird? Welche digitalen Fortbildungsmöglichkeiten können entwickelt werden?",,"ErzieherInnen, LehrerInnen, Eltern","Zivilgesellschaft, inkl. sozialer Sektor",Gesellschaft für Umweltbildung Baden-Württemberg e.V.,Baden-Württemberg,69469,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100184,,
100312,"Wie können wir Tourismus so zukunftsfähig gestalten, dass er seine eigenen Grundlagen bestmöglich bewahrt, d.h.  sorgsamer Umgang mit Natur und Umwelt, Respekt gegenüber Gastgebern und ihren Traditionen sowie faire Arbeitsbedingungen und angemessenerer Ertrag für alle Beteiligten","Durch Empowerment aller touristischen Akteur*innen in den Dienstleistungsketten der Entsendeländer und der Destinationen ist Sorge dafür zu tragen, dass sich Nachhaltiger Tourismus auf (fast) alle Lebensbereiche positiv auswirkt, auf
– (saisonale und faire) Lebensmittelproduktion vor Ort
– (lokale) Arbeitsplätze und Wirtschaft
– Infrastruktur aller Art
– Umwelt-, Natur- und Klimaschutz
– Artenvielfalt
– Ressourcenschonung und Energiegewinnung
– Mobilität
– kulturelle Vielfalt
– wirtschaftliche Zusammenarbeit
– gleichberechtigte Partizipation
– Völkerverständigung
Dies setzt entsprechenden politischen Willen voraus, der die dafür nötigen Rahmenbedingungen schafft – insbesondere im Aus- und Weiterbildungsbereich. Und Strukturförderung nur unter Berücksichtigung von Nachhaltigkeitskriterien.","Alle beteiligten Stakeholder*innen aus Politik, Wirtschaft, Verwaltung, Verbanden und Kommunen.","Zivilgesellschaft, inkl. sozialer Sektor",Global Partnership Hannover e.V.,Niedersachsen,30449,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100312,,
100035,Wie können wir die lokale Demokratie fördern und eine partizipative Kultur entwickeln mithilfe von Beteiligungsplattformen oder digitaler Trends? Wie können wir stille Gruppen aktivieren?,"'- DSGVO-Konformität ist zu beachten
- Teilhabe stiller Gruppen (Menschen mit Migrationshintergrund, Alleinerziehende, Jugendliche, Unterschicht, ...)","Einwohnerinnen und Einwohner, die Stadtgesellschaft",Verwaltung & Politik – Kommunen,Große Kreisstadt Stutensee,Baden-Württemberg,76297,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100035,,
100051,"Wie können wir ungenutzte/freie Baugrundstücke aktivieren, um dem Wohnraummangel entgegen zu wirken?","'- Vorhandenes Baulückenkataster
- Befragung mit Fragebogen der Eigentümer hat schon stattgefunden, Resonanz= 21 % Rücklaufquote
- sehr geringer Anteil an Verkaufswilligen
- Keine Anwendung vom § 176 BauGB (Baugebot) erwünscht","Grundstücksbesitzer*innen, Stadtbewohner*innen, Bauwillige",Verwaltung & Politik – Kommunen,Große Kreisstadt Stutensee,Baden-Württemberg,76297,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100051,,
100114,"Wie können wir digitale Teilhabe insbesondere im Alter gesellschaftlich fördern. Zu den exklusionsgefährdeten Gruppen: eher ältere Frauen, eher Hochaltrige, eher Ältere mit geringerer formaler Bildung, eher Alleinlebende und eher Menschen mit gesundheitlichen Einschränkungen",Die Digitalisierung zeichnet sich durch eine hohe Schnelligkeit aus und betrifft in seiner Bandbreite alle Lebensbereiche der Menschen. Die Förderung der digitalen Kompetenz dient der Gestaltung eines technisch unterstützenden Alltages und umfasst auch die Möglichkeit der Partizipation an gesellschaftlichen Entwicklungen. Fehlende Technik- und Digitalkompetenz im Alter birgt Exklusionsrisiken und kann die Fähigkeit zum selbstbestimmten Leben einschränken. Die digitale Teilhabe ist insbesondere im Alter gesellschaftlich ungleich verteilt.,"Zu den exklusionsgefährdeten Gruppen: eher ältere Frauen, eher Hochaltrige, eher Ältere mit geringerer formaler Bildung, eher Alleinlebende und eher Menschen mit gesundheitlichen Einschränkungen","Zivilgesellschaft, inkl. sozialer Sektor",HAGE e.V. Vernetzungsstelle Senioren- und Generationenhilfe,Hessen,60487,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100114,,
100628,"Wie können wir das Ernährungsverhalten und die Lebensmittelsproduktion in eine nachhaltige, klimaneutrale und gesunde Richtung effektiv verändern? Mit welcher Strategien und Anreizen? Und wie schaffen wir es, diese Anreize und die Unterstützung in der Bevölkerung zu verbreiten?",,"Differenzieren Sie gerne nach unterschiedlichen Zielgruppen oder wählen eine Zielgruppe aus und nennen sie Rahmenbedingungen und Partner, die Sie für die Realisierung Ihrer Idee(n) benötigen.",Wirtschaft,Hamburg Innovation Group (Handelskammer Hamburg),Hamburg,20457,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100628,,
100720,"Wie können wir als Kommune dabei unterstützen, dass Expertise und Impulse aus einem Kreis von etablierten und jungen Unternehmen sowie Studierenden über ein neues Begegnungs- und Dialogforum für Ideen- & Initiativentwicklung eine Transformation gelingen kann.",,,Verwaltung & Politik – Kommunen,Hansestadt Buxtehude,Niedersachsen,21614,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100720,,
100648,"Wie können wir Menschen in psychischen Krisen (oder andere Zielgruppen mit eingeschränkten Teilhabechancen) durch sinnvolle Arbeitsangebote in der Natur unterstützen, die zusätzlich einen Beitrag zu Biodiversität und Klimaschutz leisten?",,"Menschen in psychischen Krisen, Menschen mit eingeschränkter Teilhabe, Jugendliche, Geflüchtete","Zivilgesellschaft, inkl. sozialer Sektor",Heckenretter e.V.,Hamburg,21107,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100648,,
100691,"Wie können wir einen regionalen Wertschöpfungkreislauf rund um wilde Früchte aufbauen, um durch die Anpflanzung von Wildhecken das Klima zu schützen und zur Biodiversität beizutragen und diese Naturschutzarbeit über leckere Lebensmittel aus Wildfrüchten zu finanzieren?",,"Landwirte, Firmen, die CO2 ausgleichen wollen, Soziale Träger von Teilhabeangeboten","Zivilgesellschaft, inkl. sozialer Sektor",Heckenretter e.V.,Hamburg,21107,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100691,,
